"vehicle_id";"fuel_id";"vehicle_model_id";"model";"vehicle_brand";"vehicle_image";"vehicle_capacity";"max_speed";"driving_range";"vehicle_subsidy";"battery_type";"dealer_contact";"manufacturer";"manufacturing_country"
123;1;5;"봉고 전기차 수직형 파워게이트";"기아";"car_images/250903_142349122.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
124;1;5;"봉고 전기차 수직형 파워게이트(25MY)";"기아";"car_images/250903_142350123.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
125;1;5;"봉고 전기차 내장탑차(25MY)";"기아";"car_images/250903_142352124.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
126;1;5;"봉고 전기차 냉동탑차";"기아";"car_images/250903_142353125.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"1199";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
127;1;5;"봉고 전기차 냉동탑차(25MY)";"기아";"car_images/250903_142354126.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"1206";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
128;1;5;"봉고 전기차 로우 양문형 미닫이탑차";"기아";"car_images/250903_142355127.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
129;1;5;"봉고 전기차 로우 양문형 미닫이탑차(25MY)";"기아";"car_images/250903_142355128.png";"(소형) 3인승";"115km/h";"(상온) 185km (저온) 151km";"856";"리튬이온(60.4kWh)";"080-200-2000";"기아";"대한민국"
130;1;5;"봉고 전기차 로우내장탑차";"기아";"car_images/250903_142356129.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
131;1;5;"PV5 카고 롱 롱레인지 3도어";"기아";"car_images/250903_142358130.png";"2인승";"135km/h";"(상온) 378km (저온) 316km";"1150";"리튬이온(71.2kWh)";"080-200-2000";"기아 주식회사";"대한민국"
132;1;5;"PV5 카고 롱 롱레인지 4도어";"기아";"car_images/250903_142359131.png";"2인승";"135km/h";"(상온) 378km (저온) 316km";"1150";"리튬이온(71.2kWh)";"080-200-2000";"기아 주식회사";"대한민국"
133;1;5;"PV5 카고 롱 스탠다드 3도어";"기아";"car_images/250903_142400132.png";"2인승";"135km/h";"(상온) 280km (저온) 231km";"1100";"리튬이온(51.5kWh)";"080-200-2000";"기아 주식회사";"대한민국"
134;1;5;"PV5 카고 롱 스탠다드 4도어";"기아";"car_images/250903_142401133.png";"2인승";"135km/h";"(상온) 271km (저온) 218km";"1000";"리튬이온(51.5kWh)";"080-200-2000";"기아 주식회사";"대한민국"
135;1;5;"봉고 전기차";"기아";"car_images/250903_142402134.png";"(소형) 3인승";"115km/h";"(상온) 220km (저온) 172km";"1135";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
136;1;5;"봉고 전기차 내장탑차";"기아";"car_images/250903_142403135.png";"(소형) 3인승";"115km/h";"(상온) 181km (저온) 152km";"849";"리튬이온(58.86kWh)";"080-200-2000";"기아";"대한민국"
137;1;5;"포트로-탑S";"디피코";"car_images/250903_142410136.png";"(경형-초소형) 2인승";"70km/h";"(상온) 75.7km (저온) 73.5km";"380";"리튬이온폴리머(15.03kWh)";"033-340-4800";"디피코";"대한민국"
138;1;5;"포트로-픽업S";"디피코";"car_images/250903_142411137.png";"(경형-초소형) 2인승";"70km/h";"(상온) 75.7km (저온) 73.5km";"380";"리튬이온폴리머(15.03kWh)";"033-340-4800";"디피코";"대한민국"
139;1;5;"포트로350L-탑";"디피코";"car_images/250903_142412138.png";"(경형-일반형) 2인승";"100km/h";"(상온) 91km (저온) 87km";"608";"리튬이온(30.24kWh)";"033-340-4800";"디피코";"대한민국"
140;1;5;"포트로350L-픽업";"디피코";"car_images/250903_142413139.png";"(경형-일반형) 2인승";"100km/h";"(상온) 91km (저온) 87km";"608";"리튬이온(30.24kWh)";"033-340-4800";"디피코";"대한민국"
141;1;5;"e-TOVI";"루트17";"car_images/250903_142420140.png";"(경형-일반형) 2인승";"90km/h";"(상온) 155km (저온) 116km";"319";"리튬인산철(29.7kWh)";"070-4179-7172";"류저우우링자동차공업";"중국"
142;1;5;"다니고C(0.8톤 전기트럭)";"루트17";"car_images/250903_142421141.png";"(소형) 2인승";"100km/h";"(상온) 214km (저온) 202km";"1033";"리튬이온(57.9kWh)";"070-4179-7172";"루트17";"대한민국"
143;1;5;"MASTA HIM(MEV-PU3)";"마스타전기차";"car_images/250903_142428142.png";"(경형-초소형) 2인승";"72km/h";"(상온) 68km (저온) -";"380";"리튬이온(12.96kWh)";"1661-2500";"마스타전기차";"대한민국"
144;1;5;"MASTA HIM(MEV-PU4)";"마스타전기차";"car_images/250903_142429143.png";"(경형-초소형) 2인승";"72km/h";"(상온) 68.0km (저온) -";"380";"리튬이온(12.96kWh)";"1661-2500";"마스타전기차";"대한민국"
145;1;5;"MASTA VAN";"마스타전기차";"car_images/250903_142430144.png";"(경형-초소형) 2인승";"68km/h";"(상온) 62km (저온) -";"380";"리튬이온(10.36kWh)";"1661-2500";"마스타전기차";"대한민국"
146;1;5;"SE-A2밴";"모빌리티네트웍스";"car_images/250903_142437145.png";"(소형) 2인승";"110km/h";"(상온) 182km (저온) 155km";"347";"리튬인산철(41.86kWh)";"1522-7480";"지리사천상용자동차";"중국"
147;1;5;"E-CV1";"센트로에이케이";"car_images/250903_142444146.png";"(소형) 2인승";"90km/h";"(상온) 186km (저온) 145km";"398";"리튬인산철(41.9kWh)";"070-8657-0905";"Shanxi Victory Automobile";"중국"
148;1;5;"젤라";"에스에스라이트";"car_images/250903_142451147.png";"(소형) 2인승";"92km/h";"(상온) 184km (저온) 153km";"292";"리튬인산철(66.84kWh)";"1644-7752";"Dongfeng";"중국"
149;1;5;"젤라 P200";"에스에스라이트";"car_images/250903_142452148.png";"(소형) 5인승";"110km/h";"(상온) 285km (저온) 258km";"530";"리튬인산철(77.28kWh)";"1644-7752";"장조우닛산자동차";"중국"
150;1;5;"오텍봉고Ⅲ EV 냉동탑차";"오텍";"car_images/250903_142459149.png";"(소형) 3인승";"113km/h";"(상온) 165km (저온) 141km";"1054";"리튬이온폴리머(58.9kWh)";"041-339-3300";"오텍";"대한민국"
151;1;5;"STEGO-Z";"이브이앤솔루션";"car_images/250903_142506150.png";"(소형) 2인승";"80km/h";"(상온) 144km (저온) 144km";"513";"리튬인산철(41.8kWh)";"070-8028-3180";"Xiamen Kinglong United";"중국"
152;1;5;"MASADA 4밴(NCM)";"이브이케이엠씨";"car_images/250903_142513151.png";"(소형) 4인승";"90km/h";"(상온) 189km (저온) 165km";"828";"리튬이온(40.8kWh)";"02-553-9866";"동풍소콘";"중국"
153;1;5;"MASADA 픽업";"이브이케이엠씨";"car_images/250903_142514152.png";"(소형) 2인승";"100km/h";"(상온) 143km (저온) 117km";"263";"리튬인산철(38.7kWh)";"02-553-9866";"동풍소콘";"중국"
154;1;5;"EC35 2밴";"이브이케이엠씨";"car_images/250903_142516153.png";"(소형) 2인승";"100km/h";"(상온) 145km (저온) 128km";"173";"리튬인산철(38.7kWh)";"02-553-9866";"이브이케이엠씨";"대한민국"
155;1;5;"MASADA 2밴";"이브이케이엠씨";"car_images/250903_142517154.png";"(소형) 2인승";"100km/h";"(상온) 169km (저온) 142km";"261";"리튬인산철(38.7kWh)";"02-553-9866";"동풍소콘";"중국"
156;1;5;"MASADA 2밴(NCM)";"이브이케이엠씨";"car_images/250903_142517155.png";"(소형) 2인승";"90km/h";"(상온) 189km (저온) 165km";"900";"리튬이온(40.8kWh)";"02-553-9866";"동풍소콘";"중국"
157;1;5;"MASADA 3세대 2밴";"이브이케이엠씨";"car_images/250903_142518156.png";"(소형) 2인승";"100km/h";"(상온) 158km (저온) 133km";"240";"리튬인산철(38.7kWh)";"02-553-9866";"동풍소콘";"중국"
158;1;5;"MASADA 3세대 4밴";"이브이케이엠씨";"car_images/250903_142519157.png";"(소형) 4인승";"100km/h";"(상온) 158km (저온) 133km";"217";"리튬인산철(38.7kWh)";"02-553-9866";"동풍소콘";"중국"
159;1;5;"MASADA 4밴";"이브이케이엠씨";"car_images/250903_142520158.png";"(소형) 4인승";"100km/h";"(상온) 169km (저온) 142km";"237";"리튬인산철(38.7kWh)";"02-553-9866";"동풍소콘";"중국"
160;1;5;"일진무시동전기냉동탑차(ST1)";"일진정공";"car_images/250903_142533159.png";"(소형) 2인승";"120km/h";"(상온)295km (저온)210km";"1550";"리튬이온(76.2kWh)";"031-376-9012";"현대자동차(주)";"대한민국"
161;1;5;"일진무시동전기냉동탑차(봉고)";"일진정공";"car_images/250903_142534160.png";"(소형) 3인승";"115km/h";"(상온) 200km (저온) 159km";"1220";"리튬이온폴리머(58.86kWh)";"031-376-9012";"일진정공";"대한민국"
162;1;5;"일진무시동전기냉동탑차(포터)";"일진정공";"car_images/250903_142535161.png";"(소형) 3인승";"115km/h";"(상온) 197km (저온) 163km";"1186";"리튬이온폴리머(58.86kWh)";"031-376-9012";"일진정공";"대한민국"
163;1;5;"일진무시동전기탑차(ST1)";"일진정공";"car_images/250903_142536162.png";"(소형) 2인승";"120km/h";"(상온) 277km (저온) 239km";"1100";"리튬이온 (76.2kWh)";"031-376-9012";"현대자동차(주)";"대한민국"
164;1;5;"이티밴 엑스";"제이스모빌리티";"car_images/250903_142543163.png";"4인승";"90km/h";"(상온) 303km (저온) 263km";"1080";"리튬이온(45.81kWh)";"1533-8816";"Brilliance Shineray";"중국"
165;1;5;"이티밴 프로";"제이스모빌리티";"car_images/250903_142544164.png";"(소형) 2인승";"90km/h(기본 모드)";"(상온) 325km (저온) 269km";"482";"리튬인산철(53.6kWh)";"1533-8816";"Brilliance Shineray";"중국"
166;1;5;"이티4밴";"제이스모빌리티";"car_images/250903_142546165.png";"(소형) 4인승";"95km/h";"(상온) 216km (저온) 192km";"283";"리튬인산철(41.9kWh)";"1533-8816";"Brilliance Shineray";"중국"
167;1;5;"이티4밴 미니";"제이스모빌리티";"car_images/250903_142546166.png";"(소형) 4인승";"90km/h(기본 모드)";"(상온) 273km (저온) 225km";"320";"리튬인산철(41.9kWh)";"1533-8816";"Brilliance Shineray";"중국"
168;1;5;"이티4밴 엑스(2025)";"제이스모빌리티";"car_images/250903_142547167.png";"4인승";"90km/h";"(상온) 303km (저온) 263km";"1080";"리튬이온(45.81kWh)";"1533-8816";"Brilliance Shineray";"중국"
169;1;5;"이티4밴 프로";"제이스모빌리티";"car_images/250903_142548168.png";"(소형) 4인승";"90km/h(기본 모드)";"(상온) 325km (저온) 269km";"482";"리튬인산철(53.6kWh)";"1533-8816";"Brilliance Shineray";"중국"
170;1;5;"이티밴";"제이스모빌리티";"car_images/250903_142549169.png";"(소형) 2인승";"95km/h";"(상온) 216km (저온) 192km";"300";"리튬인산철(41.9kWh)";"1533-8816";"Brilliance Shineray";"중국"
171;1;5;"이티밴 미니";"제이스모빌리티";"car_images/250903_142550170.png";"(소형) 2인승";"90km/h(기본 모드)";"(상온) 273km (저온) 225km";"320";"리튬인산철(41.9kWh)";"1533-8816";"Brilliance Shineray";"중국"
172;1;5;"MUSSO EV 2WD 17인치";"케이지모빌리티";"car_images/250903_142557171.png";"(소형) 5인승";"162km/h";"(상온) 401km (저온) 357km";"652";"리튬인산철(80.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
173;1;5;"MUSSO EV AWD 17인치";"케이지모빌리티";"car_images/250903_142558172.png";"(소형) 5인승";"177km/h";"(상온) 342km (저온) 297km";"630";"리튬인산철(80.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
174;1;5;"토레스 EVX VAN 18인치";"케이지모빌리티";"car_images/250903_142559173.png";"(소형) 2인승";"174km/h";"(상온) 411km (저온) 280km";"358";"리튬인산철(73.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
175;1;5;"토레스 EVX VAN 20인치";"케이지모빌리티";"car_images/250903_142559174.png";"(소형) 2인승";"174km/h";"(상온) 400km (저온) 286km";"355";"리튬인산철(73.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
176;1;5;"토레스 EVX 밴 18인치";"케이지모빌리티";"car_images/250903_142600175.png";"(소형) 2인승";"180km/h";"(상온) 430km (저온) 354km";"358";"리튬인산철(80.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
177;1;5;"토레스 EVX 밴 20인치";"케이지모빌리티";"car_images/250903_142601176.png";"(소형) 2인승";"180km/h";"(상온) 421km (저온) 355km";"354";"리튬인산철(80.7kWh)";"080-500-5582";"케이지모빌리티";"대한민국"
178;1;5;"봉고3ev PEACE 더블캡";"파워프라자";"car_images/250903_142608177.png";"(소형) 6인승";"110km/h";"(상온) 93.8km (저온) 107.2km";"420";"리튬이온(40.04kWh)";"02-855-4955";"파워프라자";"대한민국"
179;1;5;"SW40";"파츠몰에이투지";"car_images/250903_142615178.png";"(소형) 2인승";"100km/h";"(상온) 224km (저온) 192km";"370";"리튬인산철(53.4kWh)";"1588-6389";"Zhejiang Newgonow Automobile";"중국"
180;1;5;"썬라이즈-T01";"피닉스코리아";"car_images/250903_142622179.png";"(소형) 2인승";"90km/h";"(상온) 204km (저온) 195km";"304";"리튬인산철(50.1kWh)";"031-298-8120";"상해만상기차";"중국"
181;1;5;"한국쓰리축1톤롱바디EV트럭(봉고)";"한국쓰리축";"car_images/250903_142629180.png";"(소형) 3인승";"-";"(상온) 186km (저온) 150km";"851";"리튬이온폴리머(58.8kWh)";"061-390-8700";"한국쓰리축";"대한민국"
182;1;5;"한국쓰리축1톤롱바디EV트럭(포터)";"한국쓰리축";"car_images/250903_142630181.png";"(소형) 3인승";"-";"(상온) 190km (저온) 147km";"869";"리튬이온폴리머(58.8kWh)";"061-390-8700";"한국쓰리축";"대한민국"
183;1;5;"포터Ⅱ 일렉트릭 하이내장탑차";"현대자동차";"car_images/250903_142638182.png";"(소형) 3인승";"115km/h";"(상온) 179km (저온) 150km";"840";"리튬이온(58.86kWh)";"080-200-6000";"현대자동차";"대한민국"
184;1;5;"포터Ⅱ 일렉트릭 하이내장탑차(25MY)";"현대자동차";"car_images/250903_142639183.png";"(소형) 3인승";"115km/h";"(상온) 175km (저온) 141km";"812";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
185;1;5;"포터Ⅱ 일렉트릭(24MY)";"현대자동차";"car_images/250903_142640184.png";"(소형) 3인승";"115km/h";"(상온) 220km (저온) 173km";"1110";"리튬이온(58.86kWh)";"080-200-6000";"현대자동차";"대한민국"
186;1;5;"포터Ⅱ 일렉트릭(25MY)";"현대자동차";"car_images/250903_142641185.png";"(소형) 3인승";"115km/h";"(상온) 220km (저온) 190km";"1060";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
187;1;5;"포터Ⅱ 일렉트릭 윙바디";"현대자동차";"car_images/250903_142643186.png";"(소형) 3인승";"115km/h";"(상온) 179km (저온) 150km";"840";"리튬이온(58.86kWh)";"080-200-6000";"현대자동차";"대한민국"
188;1;5;"포터Ⅱ 일렉트릭 저상내장탑차";"현대자동차";"car_images/250903_142643187.png";"(소형) 3인승";"115km/h";"(상온) 179km (저온) 150km";"840";"리튬이온(58.86kWh)";"080-200-6000";"현대자동차";"대한민국"
189;1;5;"포터Ⅱ 일렉트릭 저상내장탑차(25MY)";"현대자동차";"car_images/250903_142644188.png";"(소형) 3인승";"115km/h";"(상온) 175km (저온) 141km";"812";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
190;1;5;"포터Ⅱ 일렉트릭 전동식 윙바디(25MY)";"현대자동차";"car_images/250903_142645189.png";"(소형) 3인승";"115km/h";"(상온) 175km (저온) 141km";"812";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
191;1;5;"포터Ⅱ 일렉트릭 파워게이트";"현대자동차";"car_images/250903_142646190.png";"(소형) 3인승";"115km/h";"(상온) 179km (저온) 150km";"840";"리튬이온(58.86kWh)";"080-200-6000";"현대자동차";"대한민국"
192;1;5;"포터Ⅱ 일렉트릭 파워게이트(25MY)";"현대자동차";"car_images/250903_142647191.png";"(소형) 3인승";"115km/h";"(상온) 175km (저온) 141km";"812";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
193;1;5;"ST1 기본형 카고 17인치";"현대자동차";"car_images/250903_142649192.png";"(소형) 2인승";"120km/h";"(상온) 317km (저온) 214km";"1200";"리튬이온(75.8kWh)";"080-200-6000";"현대자동차";"대한민국"
194;1;5;"ST1 기본형 카고 냉동 17인치";"현대자동차";"car_images/250903_142650193.png";"(소형) 2인승";"120km/h";"(상온) 298km (저온) 214km";"1550";"리튬이온(75.8kWh)";"080-200-6000";"현대자동차";"대한민국"
195;1;5;"ST1 기본형 하이탑 17인치";"현대자동차";"car_images/250903_142650194.png";"(소형) 2인승";"120km/h";"(상온) 289km (저온) 216km";"1200";"리튬이온(75.8kWh)";"080-200-6000";"현대자동차";"대한민국"
196;1;5;"포터Ⅱ 일렉트릭 내장탑차";"현대자동차";"car_images/250903_142651195.png";"(소형) 3인승";"115km/h";"(상온) 179km (저온) 150km";"840";"리튬이온(58.86kWh)";"080-200-6000";"현대자동차";"대한민국"
197;1;5;"포터Ⅱ 일렉트릭 내장탑차(25MY)";"현대자동차";"car_images/250903_142652196.png";"(소형) 3인승";"115km/h";"(상온) 175km (저온) 141km";"812";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
198;1;5;"포터Ⅱ 일렉트릭 수동식 윙바디(25MY)";"현대자동차";"car_images/250903_142653197.png";"(소형) 3인승";"115km/h";"(상온) 175km (저온) 141km";"812";"리튬이온(60.4kWh)";"080-200-6000";"현대자동차";"대한민국"
199;1;5;"T4K";"GS글로벌";"car_images/250903_142700198.png";"(소형) 2인승";"120km/h";"(상온) 246km (저온) 209km";"376";"리튬인산철(82.02kWh)";"02-2005-5534";"BYD";"중국"
200;1;5;"T4K 냉동탑차";"GS글로벌";"car_images/250903_142701199.png";"(소형) 2인승";"120km/h";"(상온) 205km (저온) 164km";"634";"리튬인산철(81.9kWh)";"02-2005-5534";"GS글로벌";"대한민국"
201;1;6;"E-SKY 11";"범한자동차";"car_images/250903_142715200.png";"(대형) 55인승";"80km/h";"425.2km";"1940";"리튬인산철(350.32kWh)";"02-558-9433";"황해자동차";"중국"
202;1;6;"E-SKY 9";"범한자동차";"car_images/250903_142716201.png";"(대형) 43인승";"80km/h";"405km";"1956";"리튬인산철(281.81kWh)";"02-558-9433";"황해자동차";"중국"
203;1;6;"E-STAR 11";"범한자동차";"car_images/250903_142717202.png";"(대형) 55인승";"80km/h";"441km";"1968";"리튬인산철(350.3kWh)";"02-558-9433";"범한자동차";"대한민국"
204;1;6;"E-STAR 12i";"범한자동차";"car_images/250903_142718203.png";"(대형) 46인승";"80km/h";"546km";"2280";"리튬인산철(350kWh)";"02-558-9433";"범한자동차";"대한민국"
205;1;6;"E-STAR 8V1";"범한자동차";"car_images/250903_142719204.png";"(대형) 49인승";"80km/h";"398km";"1678";"리튬인산철(281.8kWh)";"02-558-9433";"범한자동차";"대한민국"
206;1;6;"트라베리-Y540E";"쏠테로";"car_images/250903_142726205.png";"(중형) 14인승";"100km/h";"358km";"1499";"리튬인산철(100.8kWh)";"031-723-0327";"Weichai";"중국"
207;1;6;"트라베리-Y550E";"쏠테로";"car_images/250903_142726206.png";"(중형) 15인승";"100km/h";"358km";"1502";"리튬인산철(100.8kWh)";"031-723-0327";"Weichai";"중국"
208;1;6;"트라베리-Y560E";"쏠테로";"car_images/250903_142727207.png";"(중형) 16인승";"100km/h";"358km";"1505";"리튬인산철(100.8kWh)";"031-723-0327";"Weichai";"중국"
209;1;6;"트라베리-키즈(어린이)";"쏠테로";"car_images/250903_142728208.png";"(중형) 15인승";"100km/h";"358km";"2966";"리튬인산철(100.8kWh)";"031-723-0327";"Weichai";"중국"
210;1;6;"아이버스아폴로1200어린이운송차";"아이버스";"car_images/250903_142735209.png";"(대형) 42인승";"110km/h";"403km";"9590";"리튬이온(342.1kWh)";"1544-0547";"아이버스";"대한민국"
211;1;6;"아이버스어린이운송차";"아이버스";"car_images/250903_142736210.png";"(대형) 39인승";"110km/h";"458km";"8766";"리튬이온폴리머(347kWh)";"1544-0547";"아이버스";"대한민국"
212;1;6;"세레온(마을)";"에빅오토모티브코리아";"car_images/250903_142743211.png";"(중형) 15인승";"100km/h";"390km";"4930";"리튬이온(124.2kWh)";"070-4106-8817";"Xi'An Silverbus";"중국"
213;1;6;"세레온(어린이)";"에빅오토모티브코리아";"car_images/250903_142744212.png";"(중형) 20인승";"100km/h";"390km";"9892";"리튬이온(124.2kWh)";"070-4106-8817";"Xi'An Silverbus";"중국"
214;1;6;"아폴로1200-S42";"우진산전";"car_images/250903_142751213.png";"(대형) 42인승";"110km/h";"502km";"7000";"리튬이온(342.1kWh)";"043-210-0901";"우진산전";"대한민국"
215;1;6;"아폴로900 V2.0";"우진산전";"car_images/250903_142752214.png";"(대형) 41인승";"83km/h";"374km";"5671";"리튬이온(266.9kWh)";"043-210-0901";"우진산전";"대한민국"
216;1;6;"아폴로1100 V2.0";"우진산전";"car_images/250903_142754215.png";"(대형) 51인승";"83km/h";"396km";"5908";"리튬이온(301.8kWh)";"043-210-0901";"우진산전";"대한민국"
217;1;6;"아폴로1100전기버스 23MY";"우진산전";"car_images/250903_142755216.png";"(대형) 51인승";"83km/h";"412km";"6149";"리튬이온(301.7kWh)";"043-210-0901";"우진산전";"대한민국"
218;1;6;"아폴로1200-B29";"우진산전";"car_images/250903_142756217.png";"(대형) 29인승";"110km/h";"450km";"6439";"리튬이온(342.1kWh)";"043-210-0901";"Anhui Ankai";"중국"
219;1;6;"아폴로1200-B42";"우진산전";"car_images/250903_142757218.png";"(대형) 42인승";"110km/h";"450km";"6436";"리튬이온(342.1kWh)";"043-210-0901";"Anhui Ankai";"중국"
220;1;6;"아폴로1200-B43";"우진산전";"car_images/250903_142758219.png";"(대형) 43인승";"110km/h";"450km";"6440";"리튬이온(342.1kWh)";"043-210-0901";"Anhui Ankai";"중국"
221;1;6;"아폴로1200-S29";"우진산전";"car_images/250903_142759220.png";"(대형) 29인승";"110km/h";"502km";"6999";"리튬이온(342.1kWh)";"043-210-0901";"우진산전";"대한민국"
222;1;6;"윙윙트라베리어린이운송차";"윙윙시스템";"car_images/250903_142806221.png";"21인승";"100km/h";"(상온) 361km";"2963";"리튬인산철(100.9kWh)";"1577-6975";"NULL";"중국"
223;1;6;"에픽시티(LFP)";"이엠코리아";"car_images/250903_142813222.png";"(대형) 46인승";"80km/h";"428km";"1990";"리튬인산철(349.7kWh)";"070-4496-4641";"Heng Yang";"중국"
224;1;6;"에픽시티(NCM)";"이엠코리아";"car_images/250903_142814223.png";"(대형) 52인승";"80km/h";"428km";"5931";"리튬이온폴리머(347.3kWh)";"070-4496-4641";"Heng Yang";"중국"
225;1;6;"에픽타운(LFP)";"이엠코리아";"car_images/250903_142815224.png";"(대형) 43인승";"80km/h";"352km";"1724";"리튬인산철(281.9kWh)";"070-4496-4641";"Heng Yang";"중국"
226;1;6;"에픽타운(NCM)";"이엠코리아";"car_images/250903_142816225.png";"(대형) 41인승";"80km/h";"351km";"5296";"리튬이온폴리머(260.5kWh)";"070-4496-4641";"Heng Yang";"중국"
227;1;6;"KGC090";"케이지모빌리티커머셜";"car_images/250903_142823226.png";"(대형) 42인승";"90km/h";"377km";"6015";"리튬이온(258.7kWh)";"055-960-3420";"케이지모빌리티커머셜";"대한민국"
228;1;6;"SMART 110(301kWh)";"케이지모빌리티커머셜";"car_images/250903_142823227.png";"(대형) 46인승";"90km/h";"419km";"6445";"리튬이온(301.8kWh)";"055-960-3420";"케이지모빌리티커머셜";"대한민국"
229;1;6;"SMART 110E(260kWh)";"케이지모빌리티커머셜";"car_images/250903_142824228.png";"(대형) 35인승";"110km/h";"370km";"5260";"리튬이온폴리머(260.9kWh)";"055-960-3420";"케이지모빌리티커머셜";"대한민국"
230;1;6;"SMART 110E(347kWh)";"케이지모빌리티커머셜";"car_images/250903_142825229.png";"(대형) 39인승";"110km/h";"475.3km";"5724";"리튬이온폴리머(347.85kWh)";"055-960-3420";"케이지모빌리티커머셜";"대한민국"
231;1;6;"GD11N";"태영티엔티";"car_images/250903_142832230.png";"(대형) 51인승";"80km/h";"418km";"6177";"리튬이온(299.2kWh)";"051-323-5001";"Xiamen Golden Dragon Bus";"중국"
232;1;6;"HYPERS1611P(45인승 접이식)";"피라인모터스";"car_images/250903_142839231.png";"(대형) 45인승";"80km/h";"425km";"6284";"리튬이온(299.3kWh)";"02-2038-2407";"Higer";"중국"
233;1;6;"HYPERS1611P(45인승 힙레스트)";"피라인모터스";"car_images/250903_142840232.png";"(대형) 45인승";"80km/h";"425km";"6276";"리튬이온(299.3kWh)";"02-2038-2407";"Higer";"중국"
234;1;6;"HYPERS HP";"피라인모터스";"car_images/250903_142842233.png";"(대형) 42인승";"80km/h";"403km";"5973";"리튬이온(298.7kWh)";"02-2038-2407";"Higer";"중국"
235;1;6;"HYPERS PRIME";"피라인모터스";"car_images/250903_142843234.png";"(대형) 45인승";"80km/h";"561km";"6930";"리튬이온(384.8kWh)";"02-2038-2407";"Higer";"중국"
236;1;6;"HYPERS1609P(25인승 접이식)";"피라인모터스";"car_images/250903_142844235.png";"(대형) 25인승";"80km/h";"443km";"6304";"리튬이온(299.3kWh)";"02-2038-2407";"Higer";"중국"
237;1;6;"HYPERS1609P(25인승 힙레스트)";"피라인모터스";"car_images/250903_142845236.png";"(대형) 25인승";"80km/h";"443km";"6297";"리튬이온(299.3kWh)";"02-2038-2407";"Higer";"중국"
238;1;6;"HYPERS1609P(30인승 접이식)";"피라인모터스";"car_images/250903_142846237.png";"(대형) 30인승";"80km/h";"443km";"6304";"리튬이온(299.3kWh)";"02-2038-2407";"Higer";"중국"
239;1;6;"HYPERS1609P(30인승 힙레스트)";"피라인모터스";"car_images/250903_142846238.png";"(대형) 30인승";"80km/h";"443km";"6297";"리튬이온(299.3kWh)";"02-2038-2407";"Higer";"중국"
240;1;6;"GREENWAY720";"한차";"car_images/250903_142854239.png";"(중형) 15인승";"90km/h";"344km";"3951";"리튬이온(153.45kWh)";"070-4266-1861";"CRRC Electric Vehicle";"중국"
241;1;6;"GREENWAY1100";"한차";"car_images/250903_142854240.png";"(대형) 46인승";"80km/h";"408km";"5895";"리튬이온(299kWh)";"070-4266-1861";"CRRC Electric Vehicle";"중국"
242;1;6;"GREENWAY1100A";"한차";"car_images/250903_142855241.png";"(대형) 46인승";"80km/h";"379km";"5006";"리튬이온(258kWh)";"070-4266-1861";"CRRC Electric Vehicle";"중국"
243;1;6;"일렉시티(4PACK V2)";"현대자동차";"car_images/250903_142902242.png";"(대형) 52인승";"82.8km/h";"395km";"6683";"리튬이온폴리머(290.4kWh)";"080-200-6000";"현대자동차";"대한민국"
244;1;6;"카운티 일렉트릭";"현대자동차";"car_images/250903_142904243.png";"(중형) 33인승";"90km/h";"303.4km";"5000";"리튬이온폴리머(128kWh)";"080-200-6000";"현대자동차";"대한민국"
245;1;6;"카운티 일렉트릭(마을버스)";"현대자동차";"car_images/250903_142905244.png";"(중형) 23인승";"90km/h";"338.3km";"5000";"리튬이온폴리머(128kWh)";"080-200-6000";"현대자동차";"대한민국"
